id,spkid,full_name,pdes,name,prefix,neo,pha,H,diameter,albedo,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
a0162687,2162687,162687 (2000 UH1),162687,,,Y,Y,18.7,,,,49,2459000.5,59000,20200531,J2000,0.543308822,1.875951321,0.856730418,14.7785684,76.19239846,40.89553964,198.5093517,2.895172224,0.38359393,2459421.494,20210725.99,938.4924303,2.569452239,0.0334451,13.01582957,1.85E-08,7.48E-10,3.47E-08,1.22E-05,2.37E-05,2.41E-05,3.06E-06,1.15E-09,2.29E-10,7.98E-06,5.61E-07,APO,0.55593
a0162695,2162695,162695 (2000 UL11),162695,,,Y,Y,20.1,,,,49,2459000.5,59000,20200531,J2000,0.636435426,2.121666467,0.771362765,2.188887302,333.3226913,151.7140814,97.49917983,3.471970169,0.318924883,2458694.788,20190730.29,1128.792449,3.090465295,0.0230576,8.973326192,1.21E-07,2.86E-08,2.67E-07,7.38E-06,0.00049649,0.00049767,0.0001556,4.69E-08,6.46E-09,0.00049409,2.29E-05,APO,0.43628
a0162783,2162783,162783 (2000 YJ11),162783,,,Y,Y,20.8,,,,JPL 37,2456614.5,56614,20131118,J2000,0.231885347,1.312940921,1.00848916,7.26321217,64.98788493,339.082471,236.7915026,1.617392682,0.65514329,2456802.563,20140525.06,549.4981106,1.504443835,0.0301594,11.7371337,1.09E-07,6.96E-09,1.43E-07,1.30E-05,5.86E-05,6.05E-05,3.48E-05,8.58E-09,5.21E-09,5.40E-05,4.37E-06,APO,0.53502
a0162825,2162825,162825 (2001 BO61),162825,,,Y,Y,18,,,,JPL 86,2459000.5,59000,20200531,J2000,0.743268079,1.773668845,0.45535741,9.0785416,159.8107495,78.82515077,31.5147868,3.091980279,0.417248965,2458924.97,20200316.47,862.7942321,2.362201868,0.0146502,5.701418334,4.23E-08,6.60E-09,7.57E-08,7.08E-06,2.95E-05,2.74E-05,5.73E-06,1.15E-08,2.33E-09,1.35E-05,4.81E-06,APO,0.46564
a0162882,2162882,162882 (2001 FD58),162882,,,Y,Y,18.7,,,,105,2459000.5,59000,20200531,J2000,0.575153588,1.092300466,0.464059934,6.497241251,341.1801504,46.00327507,47.05631072,1.720540998,0.863357956,2458945.996,20200406.5,416.9765245,1.141619506,0.0326528,12.70749018,9.76E-08,2.00E-09,1.07E-07,7.21E-06,2.74E-05,2.79E-05,8.49E-06,3.15E-09,2.37E-09,9.80E-06,1.14E-06,APO,0.42065
a0162922,2162922,162922 (2001 OY13),162922,,,Y,Y,20.8,,,,40,2459000.5,59000,20200531,J2000,0.381724301,1.318262345,0.815049572,10.30000439,284.2390088,291.2170156,212.4576091,1.821475117,0.651180375,2459227.077,20210112.58,552.8422136,1.51359949,0.0132197,5.144710649,1.40E-07,1.09E-08,1.87E-07,2.04E-05,3.85E-05,4.33E-05,4.43E-05,1.50E-08,8.04E-09,7.08E-05,6.83E-06,APO,0.48
a0162979,2162979,162979 (2001 RA12),162979,,,Y,Y,18.2,,,,27,2459000.5,59000,20200531,J2000,0.544183349,2.036986006,0.928492139,17.0888045,311.5899156,326.0721333,177.2696646,3.145479873,0.339017413,2458477.607,20181225.11,1061.892357,2.907302825,0.0210111,8.176889787,1.13E-07,5.08E-08,2.44E-07,2.19E-05,5.03E-05,5.94E-05,9.42E-05,7.84E-08,1.27E-08,0.00025835,3.97E-05,APO,0.64741
a0162998,2162998,162998 (2001 SK162),162998,,,Y,Y,17.9,0.875,0.161,0.005,155,2459000.5,59000,20200531,J2000,0.474978237,1.925240354,1.010793085,1.681780641,285.3799318,186.4018673,311.3485201,2.839687624,0.368957752,2459132.362,20201009.86,975.7214696,2.671379794,0.0276069,10.74377727,3.60E-08,2.55E-09,6.92E-08,3.08E-06,0.00014208,0.00014179,6.51E-06,3.76E-09,7.32E-10,1.78E-05,1.94E-06,APO,0.43116
a0163014,2163014,163014 (2001 UA5),163014,,,Y,Y,17.5,,,,57,2459000.5,59000,20200531,J2000,0.445404131,1.787215532,0.991182351,9.937161064,58.64716663,27.67205671,267.7966563,2.583248713,0.412513987,2459224.016,20210109.52,872.6976812,2.389316033,0.0323987,12.60860208,6.09E-08,9.68E-09,1.08E-07,8.04E-06,2.90E-05,3.21E-05,2.69E-05,1.40E-08,3.35E-09,6.70E-05,7.09E-06,APO,0.60849
a0163026,2163026,163026 (2001 XR30),163026,,,Y,Y,21,,,,16,2459000.5,59000,20200531,J2000,0.365175579,1.297024914,0.82338309,11.85947044,247.8959754,294.4244321,118.5568344,1.770666739,0.667239267,2458822.817,20191205.32,539.5365921,1.477170683,0.02166,8.4294222,1.63E-07,2.30E-08,2.06E-07,2.51E-05,6.25E-05,8.16E-05,8.15E-05,3.14E-08,1.78E-08,0.00011774,1.44E-05,APO,0.63679
a0163051,2163051,163051 (2001 YJ4),163051,,,Y,Y,16.4,,,,197,2459000.5,59000,20200531,J2000,0.569396139,2.27074975,0.97779361,9.284298016,247.830616,322.3675255,108.0571391,3.563705889,0.288038248,2458625.351,20190521.85,1249.834013,3.421859036,0.0267187,10.39811648,2.94E-08,3.46E-09,6.67E-08,5.10E-06,2.73E-05,2.75E-05,2.83E-06,5.43E-09,6.58E-10,9.52E-06,2.86E-06,APO,0.5572
a0163067,2163067,163067 (2002 AP3),163067,,,Y,Y,19.8,,,,12,2459000.5,59000,20200531,J2000,0.588022674,2.043248101,0.841771889,7.599820185,87.42889125,117.6815527,75.06266203,3.244724314,0.33746009,2458778.066,20191021.57,1066.792817,2.920719554,0.0107023,4.165014091,8.84E-08,1.74E-08,1.83E-07,4.57E-05,0.00017835,0.00018593,5.59E-05,2.77E-08,4.31E-09,0.00016695,1.36E-05,APO,0.62642
a0163132,2163132,163132 (2002 CU11),163132,,,Y,Y,18.5,0.46,0.408,0.017,121,2459000.5,59000,20200531,J2000,0.295260111,1.219649479,0.859535638,48.77978436,157.7539962,110.5378805,138.444168,1.579763319,0.731731114,2458811.299,20191123.8,491.9839993,1.34697878,2.87E-05,0.011179103,4.12E-08,3.40E-09,4.84E-08,2.65E-06,5.66E-07,1.03E-05,8.48E-06,4.41E-09,3.06E-09,1.11E-05,2.06E-06,APO,0.37916
a0163243,2163243,163243 (2002 FB3),163243,,,Y,Y,16.4,1.682,0.172,0.013,JPL 201,2459000.5,59000,20200531,J2000,0.601682507,0.761598064,0.303357831,20.27777563,203.5893768,148.3101676,256.6655626,1.219838296,1.482911821,2459070.183,20200808.68,242.7656149,0.66465603,0.00347942,1.354085881,4.48E-07,3.10E-09,3.42E-07,3.01E-05,5.99E-05,5.12E-05,6.37E-05,4.96E-09,9.04E-09,4.29E-05,1.48E-06,ATE,0.47886
a0163249,2163249,163249 (2002 GT),163249,,,Y,Y,18.5,,,,187,2459000.5,59000,20200531,J2000,0.334808381,1.344465425,0.894327132,6.968320153,201.7506109,135.1025415,128.2798,1.794603717,0.632236576,2458797.602,20191110.1,569.4071076,1.558951698,0.0154,5.993218,2.19E-08,1.59E-09,2.97E-08,1.03E-06,1.87E-05,1.70E-05,3.29E-06,2.12E-09,1.12E-09,4.88E-06,1.01E-06,APO,0.40475
a0163348,2163348,163348 (2002 NN4),163348,,,Y,Y,20.1,,,,121,2459000.5,59000,20200531,J2000,0.434526077,0.876394331,0.49557814,5.417654682,259.4798568,222.2322524,83.77387002,1.257210522,1.20130901,2458930.765,20200322.26,299.673104,0.820460244,0.00693791,2.700026435,1.11E-07,1.76E-09,9.75E-08,7.31E-06,8.19E-05,7.64E-05,3.88E-05,2.52E-09,3.62E-09,3.22E-05,9.03E-07,ATE,0.54737
a0163364,2163364,163364 (2002 OD20),163364,,,Y,Y,18.8,,,,105,2459000.5,59000,20200531,J2000,0.369042289,1.365424167,0.861524906,4.188802697,259.9632899,275.2533361,175.5235174,1.869323427,0.617735693,2458716.36,20190820.86,582.7735128,1.595546921,0.0263062,10.23758385,2.31E-08,4.31E-09,3.16E-08,4.40E-06,3.17E-05,3.22E-05,8.99E-06,5.90E-09,2.92E-09,1.33E-05,2.76E-06,APO,0.50682
a0163373,2163373,163373 (2002 PZ39),163373,,,Y,Y,18.9,,,,JPL 121,2459000.5,59000,20200531,J2000,0.546356896,1.469075811,0.666436112,1.66819199,328.9010286,259.9939878,30.45948163,2.271715511,0.553525664,2458945.472,20200405.97,650.3763478,1.780633396,0.00272421,1.060180806,1.57E-08,1.30E-08,2.44E-08,4.69E-06,4.59E-05,4.64E-05,3.20E-07,2.01E-08,7.34E-09,3.09E-07,8.62E-06,APO,0.28767
a0163683,2163683,163683 (2002 YP2),163683,,,Y,Y,19,,,,JPL 47,2459000.5,59000,20200531,J2000,0.68825508,1.577024197,0.491629282,20.62387016,52.4965307,281.3615661,315.3747694,2.662419112,0.497675817,2459090.167,20200828.67,723.362453,1.980458461,0.0205925,8.013983225,7.39E-08,1.15E-08,1.18E-07,9.45E-06,3.72E-05,2.76E-05,4.32E-05,1.95E-08,5.46E-09,8.77E-05,7.93E-06,APO,0.46611
a0163697,2163697,163697 (2003 EF54),163697,,,Y,Y,20,,,,63,2459000.5,59000,20200531,J2000,0.472898075,1.609049496,0.848133086,2.951648091,268.5026021,353.7144557,123.8591603,2.369965905,0.482891953,2458744.005,20190917.51,745.5083845,2.041090717,0.0419309,16.31824835,3.08E-08,4.45E-09,4.82E-08,4.13E-06,0.00014704,0.00014547,9.81E-06,6.55E-09,2.00E-09,1.93E-05,3.09E-06,APO,0.58613
a0163818,2163818,163818 (2003 RX7),163818,,,Y,Y,18.4,0.386,0.516,0.018,141,2459000.5,59000,20200531,J2000,0.354544404,1.22906168,0.79330474,10.39012178,241.055635,245.8281677,351.5047671,1.664818621,0.72334179,2459012.244,20200611.74,497.6900342,1.362601052,0.0265634,10.33767838,3.44E-08,2.08E-09,4.20E-08,4.02E-06,1.90E-05,2.00E-05,1.09E-05,2.82E-09,1.84E-09,1.51E-05,1.26E-06,APO,0.48755
a0163899,2163899,163899 (2003 SD220),163899,,,Y,Y,17.9,,,,111,2459000.5,59000,20200531,J2000,0.210663152,0.826689458,0.652536451,8.514895532,273.9156706,326.9343548,192.510867,1.000842464,1.311265017,2459128.231,20201005.73,274.5440436,0.751660626,0.0181332,7.056897444,1.28E-08,2.35E-09,1.17E-08,2.41E-06,2.72E-06,4.86E-06,4.65E-06,2.85E-09,5.60E-09,3.81E-06,1.17E-06,ATE,0.20382
a0164121,2164121,164121 (2003 YT1),164121,,,Y,Y,16.2,1.717,0.486,0.55,149,2459000.5,59000,20200531,J2000,0.292011442,1.10960626,0.785588536,44.06062777,38.32952984,91.04463202,325.99733,1.433623984,0.843239082,2459040.824,20200710.32,426.9251838,1.16885745,0.0023103,0.899099451,1.42E-08,6.97E-10,1.62E-08,5.85E-06,7.05E-07,2.92E-06,2.94E-06,9.01E-10,7.95E-10,3.52E-06,4.02E-07,APO,0.32158
a0164202,2164202,164202 (2004 EW),164202,,,Y,Y,20.8,,,,73,2459000.5,59000,20200531,J2000,0.279124113,0.988185614,0.712359181,4.669508025,342.9208395,56.16737561,273.895155,1.264012047,1.003335741,2459086.319,20200824.82,358.8031256,0.98234942,0.0236949,9.221344233,3.28E-07,9.37E-09,3.30E-07,8.07E-06,2.02E-05,2.82E-05,8.22E-05,1.20E-08,1.43E-08,8.31E-05,5.10E-06,ATE,0.52012
a0164207,2164207,164207 (2004 GU9),164207,,,Y,Y,21.1,0.163,0.219,0.008,JPL 69,2459000.5,59000,20200531,J2000,0.136034177,1.001377997,0.865156365,13.65043548,38.53249307,279.8535745,289.2554253,1.137599628,0.983573926,2459072.426,20200810.93,366.0121426,1.002086633,0.000733747,0.28555232,1.82E-07,1.87E-09,1.81E-07,1.19E-05,1.40E-05,2.55E-05,3.10E-05,2.12E-09,2.75E-09,3.14E-05,1.02E-06,APO,0.62095
a0164211,2164211,164211 (2004 JA27),164211,,,Y,Y,19.4,,,,JPL 103,2459000.5,59000,20200531,J2000,0.423216844,1.666405383,0.961154555,2.258060044,67.77606824,270.1861489,115.8066447,2.371656211,0.458176789,2458747.745,20190921.24,785.7229104,2.151192089,0.032742,12.74220414,2.29E-08,1.62E-09,3.82E-08,5.17E-06,7.56E-05,7.64E-05,4.63E-06,2.30E-09,6.66E-10,1.01E-05,1.14E-06,APO,0.58011
a0164216,2164216,164216 (2004 OT11),164216,,,Y,Y,17.2,,,,80,2459000.5,59000,20200531,J2000,0.565384675,2.151297682,0.934986941,19.94600198,295.0951736,326.3338186,27.80576732,3.367608424,0.312358487,2458911.481,20200302.98,1152.521911,3.155433022,0.0173826,6.764786442,1.01E-07,5.80E-08,2.37E-07,1.36E-05,2.47E-05,2.64E-05,5.98E-05,9.09E-08,1.26E-08,0.0001878,4.66E-05,APO,0.53684
a0164400,2164400,164400 (2005 GN59),164400,,,Y,Y,17.3,,,,JPL 145,2459000.5,59000,20200531,J2000,0.468066259,1.656462907,0.881128511,6.627151018,219.0006956,203.0099799,150.1651807,2.431797304,0.462308098,2458675.684,20190711.18,778.7014795,2.131968459,0.0496492,19.32197916,2.58E-08,1.05E-08,3.86E-08,3.75E-06,1.71E-05,1.86E-05,2.08E-05,1.55E-08,4.41E-09,4.18E-05,7.44E-06,APO,0.39276
a0168318,2168318,168318 (1989 DA),168318,,,Y,Y,18.9,0.9,,,23,2459000.5,59000,20200531,J2000,0.543344724,2.16151757,0.987068403,6.495621415,349.12728,139.8137644,307.0012996,3.335966737,0.31014581,2459171.383,20201117.88,1160.74436,3.177944858,0.0426938,16.61514615,1.03E-07,7.99E-09,2.24E-07,2.32E-05,7.06E-05,7.60E-05,2.69E-05,1.23E-08,1.72E-09,8.76E-05,6.44E-06,APO,0.562
a0170086,2170086,170086 (2002 XR14),170086,,,Y,Y,17.9,,,,70,2459000.5,59000,20200531,J2000,0.625301617,1.90538922,0.713946261,2.130039871,75.66646747,120.1167678,190.4663999,3.09683218,0.374738676,2459452.905,20210826.4,960.669456,2.630169626,0.0110636,4.305621212,6.91E-08,9.42E-09,1.30E-07,1.13E-05,0.00016899,0.00016925,1.26E-05,1.53E-08,2.78E-09,3.64E-05,7.12E-06,APO,0.6356
a0170903,2170903,170903 (2004 WS2),170903,,,Y,Y,18.1,,,,105,2459000.5,59000,20200531,J2000,0.603001335,1.336515585,0.530594903,8.26284203,87.75314981,115.3459334,327.1910157,2.142436268,0.637885944,2459051.934,20200721.43,564.3642146,1.545145009,0.029899,11.63579383,5.78E-08,8.01E-09,7.49E-08,3.43E-06,3.06E-05,2.97E-05,3.39E-05,1.28E-08,5.74E-09,5.35E-05,5.07E-06,APO,0.58988
a0171576,2171576,171576 (1999 VP11),171576,,,Y,Y,18.6,,,,87,2459000.5,59000,20200531,J2000,0.583575856,1.085703647,0.452113212,17.27974532,208.1048622,61.72512545,157.3530311,1.719294082,0.87123864,2458819.892,20191202.39,413.2048136,1.131293124,0.00197534,0.768743068,5.54E-08,3.44E-09,5.99E-08,6.57E-06,4.52E-06,6.58E-06,5.50E-06,5.44E-09,4.14E-09,5.64E-06,1.96E-06,APO,0.39885
a0171839,2171839,171839 (2001 JM1),171839,,,Y,Y,19.1,,,,77,2459000.5,59000,20200531,J2000,0.310834474,1.460900672,1.00680238,17.07199157,226.6870646,321.8894367,305.76887,1.914998965,0.558178418,2459097.657,20200905.16,644.9550687,1.765790742,0.0463397,18.03402105,5.44E-08,3.92E-09,8.09E-08,8.38E-06,9.99E-06,1.41E-05,2.07E-05,5.14E-09,2.25E-09,3.75E-05,2.60E-06,APO,0.45614
a0172678,2172678,172678 (2003 YM137),172678,,,Y,Y,18.7,,,,52,2459000.5,59000,20200531,J2000,0.689283201,2.593616803,0.805880311,2.701974491,77.05942175,127.231449,309.3914385,4.381353295,0.235963787,2459214.976,20201231.48,1525.657835,4.177023503,0.00638058,2.483130319,7.94E-08,1.78E-07,1.69E-07,8.44E-06,0.00025442,0.00025139,0.00015069,3.01E-07,2.43E-08,0.00066072,0.00015739,APO,0.40361
a0173561,2173561,173561 (2000 YV137),173561,,,Y,Y,18.3,,,,JPL 126,2459000.5,59000,20200531,J2000,0.310935797,1.448037897,0.99779108,28.0012411,137.2348006,211.3554795,145.2884795,1.898284714,0.565632274,2458743.64,20190917.14,636.4559034,1.742521296,0.0197476,7.685173492,2.74E-08,4.57E-09,4.04E-08,6.32E-06,7.71E-06,1.18E-05,8.74E-06,5.99E-09,2.68E-09,1.58E-05,3.01E-06,APO,0.53844
a0175706,2175706,175706 (1996 FG3),175706,,,Y,Y,18.4,1.196,0.072,0.362,146,2459000.5,59000,20200531,J2000,0.34971208,1.053809166,0.68527937,1.99121027,299.679991,24.05137271,15.70799806,1.422338961,0.911089657,2458983.259,20200513.76,395.1312554,1.081810419,0.0283287,11.02468018,1.11E-08,6.46E-10,1.18E-08,2.59E-06,8.37E-05,8.30E-05,3.55E-06,8.71E-10,8.37E-10,3.88E-06,3.63E-07,APO,0.32084
a0175729,2175729,175729 (1998 BB10),175729,,,Y,Y,20.3,,,,JPL 37,2459000.5,59000,20200531,J2000,0.424598572,1.271753058,0.731768526,11.53563699,124.3001235,259.213179,260.8933094,1.811737591,0.687226484,2459144.713,20201022.21,523.8447707,1.434208818,0.0228568,8.895180856,4.52E-08,2.00E-09,5.83E-08,7.41E-06,2.17E-05,2.20E-05,1.65E-05,2.86E-09,1.62E-09,2.41E-05,1.24E-06,APO,0.52826
a0177049,2177049,177049 (2003 EE16),177049,,,Y,Y,19.9,,,,JPL 83,2459000.5,59000,20200531,J2000,0.614140915,1.417433972,0.546929775,0.650290834,127.1452769,259.5836963,150.8267587,2.287938168,0.584049717,2458742.257,20190915.76,616.385882,1.687572572,0.000110608,0.043045315,3.56E-08,7.60E-09,5.30E-08,5.48E-06,0.00025598,0.00025596,1.06E-05,1.23E-08,4.70E-09,1.61E-05,4.96E-06,APO,0.60462
a0177614,2177614,177614 (2004 HK33),177614,,,Y,Y,17.4,,,,86,2459000.5,59000,20200531,J2000,0.520468494,1.88829819,0.905498475,5.439306651,104.790824,221.4183166,46.84126342,2.871097906,0.379837823,2458877.181,20200128.68,947.7729123,2.594860814,0.0089411,3.479607887,6.93E-08,1.94E-08,1.28E-07,7.27E-06,7.22E-05,7.26E-05,3.03E-05,2.95E-08,5.86E-09,7.79E-05,1.46E-05,APO,0.69623
a0179806,2179806,179806 (2002 TD66),179806,,,Y,Y,20.2,,,,62,2459000.5,59000,20200531,J2000,0.535060177,1.857336399,0.863549656,4.927524821,335.5564858,125.8875854,317.5672522,2.851123143,0.389375139,2459109.477,20200916.98,924.5582576,2.531302553,0.00515482,2.006101299,4.73E-08,1.97E-08,8.00E-08,1.00E-05,1.77E-05,2.15E-05,2.64E-05,3.02E-08,6.19E-09,6.95E-05,1.47E-05,APO,0.48409
a0180186,2180186,180186 (2003 QZ30),180186,,,Y,Y,17.5,,,,128,2459000.5,59000,20200531,J2000,0.631650833,2.419669393,0.891283206,8.568074498,178.0872953,243.0927633,140.0563393,3.948055581,0.261860521,2458465.649,20181213.15,1374.777683,3.763936161,0.0451837,17.58414053,2.09E-08,3.40E-09,4.99E-08,8.04E-06,2.69E-05,2.93E-05,3.19E-06,5.55E-09,5.52E-10,1.16E-05,2.90E-06,APO,0.49477
a0184266,2184266,184266 (2004 VW14),184266,,,Y,Y,19.4,,,,75,2459000.5,59000,20200531,J2000,0.600630941,2.117976595,0.845854319,3.851584475,101.1578207,42.28669185,350.0229875,3.390098871,0.319758678,2459031.702,20200701.2,1125.84904,3.082406679,0.00991898,3.860169447,1.72E-08,7.49E-09,3.49E-08,2.88E-06,3.04E-05,3.06E-05,8.96E-06,1.20E-08,1.70E-09,2.82E-05,5.97E-06,APO,0.32281
a0185851,2185851,185851 (2000 DP107),185851,,,Y,Y,18.2,0.863,,0.043,237,2459000.5,59000,20200531,J2000,0.376645669,1.36532815,0.851083216,8.671242529,358.6811427,289.7646332,153.5925033,1.879573085,0.617800858,2458751.888,20190925.39,582.712043,1.595378626,0.0151278,5.887285926,1.31E-08,4.44E-10,1.80E-08,3.63E-06,8.15E-06,8.32E-06,1.48E-06,6.12E-10,3.02E-10,2.29E-06,2.84E-07,APO,0.42107
a0186844,2186844,186844 (2004 GA1),186844,,,Y,Y,17.3,,,,JPL 87,2459000.5,59000,20200531,J2000,0.672617967,2.431395508,0.795995204,7.77681645,261.5620264,54.5655476,59.05268623,4.066795812,0.259968458,2458773.347,20191016.85,1384.783378,3.791330262,0.0178013,6.927731921,3.71E-08,9.25E-09,8.95E-08,7.46E-06,6.48E-05,6.47E-05,8.89E-06,1.55E-08,1.48E-09,3.31E-05,7.90E-06,APO,0.55789
a0187040,2187040,187040 (2005 JS108),187040,,,Y,Y,19.1,,,,116,2459000.5,59000,20200531,J2000,0.322418463,1.356223331,0.91895189,6.040649864,110.8639343,243.8818012,110.0037154,1.793494773,0.624032569,2458824.221,20191206.72,576.8929663,1.579446862,0.019279,7.50280843,2.76E-08,2.10E-09,3.75E-08,3.61E-06,3.58E-05,3.66E-05,1.32E-05,2.77E-09,1.45E-09,2.09E-05,1.34E-06,APO,0.55302
a0189040,2189040,189040 (2000 MU1),189040,,,Y,Y,19.9,,,,62,2459000.5,59000,20200531,J2000,0.382536264,1.372901217,0.847716715,13.09467379,130.0848053,63.64946239,184.0589824,1.898085719,0.612696132,2459287.659,20210314.16,587.5669537,1.608670647,0.0101602,3.954045034,1.69E-07,9.34E-09,2.37E-07,8.02E-06,5.50E-05,6.13E-05,2.40E-05,1.29E-08,6.25E-09,4.15E-05,6.00E-06,APO,0.50811
a0189865,2189865,189865 (2003 NC),189865,,,Y,Y,19.4,,,,41,2459000.5,59000,20200531,J2000,0.805408696,1.405843717,0.273564962,21.61166291,288.5175189,224.1959596,89.11875114,2.538122472,0.591287241,2458849.78,20200101.28,608.8411441,1.666916206,0.0387201,15.06870132,1.98E-07,1.02E-08,2.78E-07,4.61E-05,1.86E-05,3.17E-05,2.50E-05,1.85E-08,6.46E-09,4.14E-05,6.65E-06,APO,0.5723
a0192559,2192559,192559 (1998 VO),192559,,,Y,Y,20.3,,,,JPL 66,2457504.5,57504,20160426,J2000,0.226526366,1.074566921,0.831149181,10.0610921,228.1794778,75.95439031,323.1925493,1.317984661,0.884817845,2457546.099,20160606.6,406.8634035,1.11393129,0.0265617,10.33701679,4.06E-08,3.60E-09,4.44E-08,2.83E-06,1.37E-05,1.80E-05,2.09E-05,4.41E-09,4.45E-09,2.38E-05,2.04E-06,APO,0.35567
a0192563,2192563,192563 (1998 WZ6),192563,,,Y,Y,17.3,,,,JPL 155,2459000.5,59000,20200531,J2000,0.407792728,1.452173519,0.859987718,24.75522889,68.7371224,110.684067,45.02032397,2.04435932,0.563217712,2458920.566,20200312.07,639.1844433,1.749991631,0.0350821,13.65290086,4.40E-08,1.33E-09,6.37E-08,1.01E-05,9.17E-06,1.43E-05,8.55E-06,1.87E-09,7.73E-10,1.52E-05,8.77E-07,APO,0.46396
a0192642,2192642,192642 (1999 RD32),192642,,,Y,Y,16.3,,,,136,2459000.5,59000,20200531,J2000,0.769682534,2.644050674,0.608971052,6.797752731,309.9537974,300.0020255,318.048879,4.679130296,0.229244757,2459183.497,20201130,1570.373971,4.299449613,0.0497232,19.35077774,1.60E-08,1.17E-08,4.32E-08,6.53E-06,3.59E-05,3.56E-05,4.51E-06,2.07E-08,1.52E-09,2.09E-05,1.04E-05,APO,0.46656
a0194006,2194006,194006 (2001 SG10),194006,,,Y,Y,20.4,,,,JPL 57,2459000.5,59000,20200531,J2000,0.424381423,1.448545059,0.833809446,4.257218863,184.9702545,101.6054614,290.39039,2.063280672,0.565335243,2459123.63,20201001.13,636.7903016,1.743436829,0.0173226,6.741436242,3.06E-08,2.71E-09,4.53E-08,7.42E-06,2.41E-05,3.22E-05,2.25E-05,3.86E-09,1.59E-09,4.01E-05,1.79E-06,APO,0.57049
a0194268,2194268,194268 (2001 UY4),194268,,,Y,Y,18.2,1.244,0.055,0.02,77,2459000.5,59000,20200531,J2000,0.787498741,1.452995039,0.308763276,5.437277356,160.7573468,107.7489747,253.8433906,2.597226801,0.562740117,2459189.142,20201205.64,639.7269162,1.751476841,0.0261605,10.18088179,5.65E-08,3.23E-09,8.23E-08,4.95E-06,9.57E-05,9.35E-05,6.62E-06,5.78E-09,1.88E-09,1.22E-05,2.13E-06,APO,0.52216
a0196068,2196068,196068 (2002 TW55),196068,,,Y,Y,18,,,,38,2459000.5,59000,20200531,J2000,0.664805957,2.117118471,0.709645499,59.37065456,33.57456469,251.1231341,293.3386504,3.524591443,0.319953107,2459208.847,20201225.35,1125.164882,3.080533558,0.0286771,11.16026701,1.24E-07,4.31E-08,2.64E-07,4.19E-05,1.16E-05,2.69E-05,4.46E-05,7.17E-08,9.76E-09,0.00014532,3.43E-05,APO,0.50096
a0196625,2196625,196625 (2003 RM10),196625,,,Y,Y,20.2,,,,42,2459000.5,59000,20200531,J2000,0.591631148,1.847105319,0.754300279,13.72784308,341.3208815,287.2768714,258.9017349,2.939910358,0.392614727,2459258,20210212.5,916.9294364,2.510415979,0.00572523,2.228087759,2.03E-07,9.45E-09,3.75E-07,3.00E-05,4.05E-05,4.81E-05,1.69E-05,1.50E-08,3.01E-09,4.44E-05,7.04E-06,APO,0.32941
a0197588,2197588,197588 (2004 HE12),197588,,,Y,Y,17.2,,,,34,2459000.5,59000,20200531,J2000,0.465894546,1.845538558,0.98571221,42.70840906,338.0461071,162.2081274,160.2709323,2.705364906,0.393114795,2458592.805,20190419.31,915.7630399,2.50722256,0.0104198,4.055073566,2.67E-07,3.45E-08,5.02E-07,4.01E-05,2.62E-05,3.88E-05,7.13E-05,5.06E-08,1.10E-08,0.00017024,2.57E-05,APO,0.50173
a0199003,2199003,199003 (2005 WJ56),199003,,,Y,Y,18.1,,,,JPL 98,2459000.5,59000,20200531,J2000,0.152032297,0.958964878,0.813171245,21.61627607,288.054272,297.696348,328.0079143,1.104758511,1.049542481,2459030.982,20200630.48,343.0066019,0.939100895,0.02298,8.9431266,8.40E-08,1.89E-08,9.46E-08,9.61E-06,1.05E-06,5.33E-06,0.00014671,2.18E-08,3.11E-08,0.00014068,1.02E-05,ATE,0.38472
a0199145,2199145,199145 (2005 YY128),199145,,,Y,Y,18.2,,,,77,2459000.5,59000,20200531,J2000,0.731599083,1.649580429,0.442748899,3.771485501,300.3143516,314.7814565,237.2363658,2.856411958,0.465204418,2459264.392,20210218.89,773.8533552,2.118695018,0.0294012,11.442065,6.61E-08,2.16E-08,1.04E-07,6.98E-06,8.99E-05,9.06E-05,3.63E-05,3.74E-08,9.14E-09,8.31E-05,1.52E-05,APO,0.49331
a0199801,2199801,199801 (2007 AE12),199801,,,Y,Y,19.3,,,,48,2459000.5,59000,20200531,J2000,0.569327346,1.684309605,0.725386088,2.284941469,245.5133393,86.88646477,127.0955294,2.643233122,0.450890605,2458718.623,20190823.12,798.4198299,2.18595436,0.00644468,2.508076116,4.16E-08,8.05E-09,7.27E-08,8.70E-06,9.88E-05,9.95E-05,1.78E-05,1.26E-08,3.23E-09,3.76E-05,5.72E-06,APO,0.63353
a0200840,2200840,200840 (2001 XN254),200840,,,Y,Y,17.6,,,,54,2459000.5,59000,20200531,J2000,0.557920995,2.325755855,1.028167835,1.940332118,264.4946081,278.3308838,46.67298988,3.623343875,0.277880383,2458832.539,20191215.04,1295.52146,3.546944448,0.0455906,17.7424938,1.73E-08,9.44E-09,4.03E-08,3.21E-06,9.43E-05,9.56E-05,1.45E-05,1.47E-08,1.69E-09,5.13E-05,7.89E-06,AMO,0.51097
